system_id,sentence,artDate,artTitle,class,sentimentValue
386.0,並沒有給到實質的幫助，好像只是在創造話題，自己只是般普通人，好不容易存錢買,2023-04-28,[新聞]230萬「天坑特斯拉」報廢　建商只丟1句話,服務方面,0.0005285100183378688
386.0,心得說明字以上,2023-04-28,[新聞]230萬「天坑特斯拉」報廢　建商只丟1句話,服務方面,0.18279813961255864
507.0,這個新聞剛出來的時候,2023-06-07,Re:[新聞]特斯拉2車款遭拒保！國泰產險開第一槍　,服務方面,0.2788451643689498
507.0,該不會真的沒辦法保吧,2023-06-07,Re:[新聞]特斯拉2車款遭拒保！國泰產險開第一槍　,服務方面,0.04079057701297262
507.0,我還真的沒開過沒保險的車子耶,2023-06-07,Re:[新聞]特斯拉2車款遭拒保！國泰產險開第一槍　,服務方面,0.01397260826565816
507.0,要綁天災罷工竊盜,2023-06-07,Re:[新聞]特斯拉2車款遭拒保！國泰產險開第一槍　,服務方面,0.24256882964528248
507.0,歲男性責任車體,2023-06-07,Re:[新聞]特斯拉2車款遭拒保！國泰產險開第一槍　,服務方面,0.29108632475451535
526.0,原文內容即日起至月日前訂購，並於本月完成交付，即可享有指定車款,2023-06-15,[新聞]Tesla驚喜不斷，限時推出指定車款套件升,服務方面,0.05373114399270851
526.0,免費選配套件升級，或首年免費乙式險及購車禮遇總值逾萬元,2023-06-15,[新聞]Tesla驚喜不斷，限時推出指定車款套件升,服務方面,0.0008066239059342228
526.0,心得說明字以上,2023-06-15,[新聞]Tesla驚喜不斷，限時推出指定車款套件升,服務方面,0.18279813961255864
526.0,心得或意見字不含標點符號,2023-06-15,[新聞]Tesla驚喜不斷，限時推出指定車款套件升,服務方面,0.1421413874303683
596.0,亞馬遜與合作，投入電動貨運車隊進軍歐洲市場,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.05123614413673494
596.0,原文內容,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.25638894091173414
596.0,該公司去年投資超,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.265389732017949
596.0,向更多客戶配送包裹,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.17764493290603767
596.0,超過個市場進行包裹遞送,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.021234782373354077
596.0,年，亞馬遜已與達成協議，訂購萬台電動貨,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.18191620340911063
596.0,定製的電動貨車配有大型擋風玻璃以提供更大的駕駛視野，並標配先進駕駛輔助系統，具,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.0046395335045432695
596.0,同時也嵌入可以將,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.07223571413253327
596.0,此次亞馬遜與的合作，將為歐洲運輸市場的環保永續注入強大動力,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.22029064197125636
596.0,心得說明字以上,2023-07-12,[新聞]亞馬遜與Rivian合作，投入電動貨運車隊進,服務方面,0.18279813961255864
650.0,原文內容,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.25638894091173414
650.0,日在自家技術年會中，宣布在最新版的自駕車軟體中，開始內建自動輔助導,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.1054251590084776
650.0,地圖導航自駕，就像是特斯拉電動車的自動輔助導航自駕樣，而且改裝費不用千美元,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.29436099201429256
650.0,市場為主，讓非高階的般市售車，也能夠透過安裝套開源自駕車軟體，搭,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.010353820282992698
650.0,配客製硬體，就能具備有先進駕駛輔助的功能,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.0035584844889372524
650.0,日本及臺灣等,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.03714430226152521
650.0,這些年來，軟體歷經多次改版更新，增加不少新功能，讓它的,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.009876575083959338
650.0,到前方紅燈時會自動停車等待，直到轉為綠燈後繼續行駛,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.048239042360539774
650.0,穩定行駛而已，還能進步決定行駛路線，可以根據原先設定的導航地圖路線來行駛，減,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.04458736926535922
650.0,早在去年底場技術挑戰賽中，工程師就曾展示用臺裝有,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.09957928689163797
650.0,軟體和硬體的市售車，成功將車開到指定的地點，全程沒有人為介入，完全依靠,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.0017537930486316577
650.0,做法上，是透過將裝置兩,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.07560198229437332
650.0,為了,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.2500000000000001
650.0,方便自駕模型擷取地圖資訊，地圖輸入模型前，會先經過重新渲染並壓縮成每米,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.00908401146759441
650.0,像素的圖像，並與的經緯度資訊，起輸入到推論模型中進行預測,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.0002208256627171945
650.0,料庫，提供自駕模型進行訓練學習，讓模型能夠預測在特定地圖路線上的行駛情況，並學,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.0805649053291696
650.0,習如何像人類樣開車,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.03506173594467932
650.0,不過記者實際測試當接近要駛離交流道時，會控車自動變換到外車,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.000330763898894193
650.0,道，但仍需要使用者手動打方向燈並輕碰方向盤，才能進行切換,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,6.302940334335094e-05
650.0,綠色的導航自駕路線走，不會呈現迷航狀態而開錯路,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.04837611088971494
650.0,不過，目前在市區裡導航自駕仍具有定難度，需要較多人為介入，不過隨著後續的版本,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.03129966238108661
650.0,更新，透過持續優化將使得它在各種市區場景的表現逐步提升,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.08250180083385561
650.0,同天還更新硬體，推出改良的版本，升級了電源架構和加入立體聲喇,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.023428809805051465
650.0,"，但價格更便宜，每款售價,美元，約臺幣萬元",2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.09109555431930894
650.0,心得說明字以上,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.18279813961255864
650.0,喔喔~沒想到連開源自駕車軟體現在也能有和特斯拉樣的導航自駕能力感覺滿厲害的,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.0002567005819740231
650.0,不知道遇到臺灣各種複雜路況和道路有沒有辦法應付得來,2023-08-01,[新聞]Comma.ai新版Openpilot內建自動輔助導航自駕功能,服務方面,0.007880642386581926
922.0,原文內容,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.25638894091173414
922.0,有鑑於車用電子將於年成為全球半導體第三大應用領域，且淨零排放的世界潮流也將,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.0013878917861368523
922.0,趨使電動車滲透率持續拉升，同時人工智慧的發展也將推進自駕車的進程，故國內半導體,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.08383058063822213
922.0,台積電，也是期望鞏固兩者的合作關係，畢竟已為自駕車運算晶片下單台積電奈米,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.15277617458006687
922.0,製程訂單，~年更有機會成為晶圓代工龍頭業者奈米下單的潛在客戶之,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.011996193455371285
922.0,國內半導體製造業方面除了台積電二線晶圓代工廠持續重兵部署車用半導體外，分離式,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.02787265612783041
922.0,進車用晶片將是台積電發展的重要契機與優勢,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.0020428280245269326
922.0,廠訂單，這些客戶在全球車用晶片市戰率總計逾三成，年底也在爭取奈米相關車用,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.0014826323002886665
922.0,認證，全力搶攻車用市場,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.05571710075847924
922.0,同時力積電車用佔整體合併營收約~，未來再加入,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.008169762300793915
922.0,等新產品線，預計年車用佔比將拉升至~,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.14897361422898003
922.0,新的產能預計年開出，將提升矽基晶片代工戰力，新應用主要鎖定電動,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.1293043366480815
922.0,至於強茂已成功切入主電源管理虹冠電，未來將可望整合虹冠電的電源管理開發,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.02498353143408616
922.0,由於車用晶片商機可期，加上台系積體電路設計廠商也需有發揮的舞台，因而搭上平,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.0931109419557935
922.0,有鑑於車用市場電子化程度升高，加上台廠趁著先前全球車用晶片荒及多年的耕耘，逐步,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.10678379556367434
922.0,在後裝市場乃於跨入前裝市場有所成，更積極搶攻歐美日中等車用市場,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.07754497913915159
922.0,汽車平台，集結聯發科在手機晶片中優勢，如行動運算高速連網多媒體娛樂等經,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.0539843754549304
922.0,昱方面，其已成功以車用乙太網路產品線，打進歐系車廠供應鏈，現正與美系陸系及韓,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.05935194563751278
922.0,我國封測業者主要是著重在先進駕駛輔助系統電動信息娛樂以及汽車電子控制單元與,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.13095876517253324
922.0,安全性應用的半導體封裝技術發展,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.03659996194633963
922.0,階封裝解決方案，以滿足車用半導體封裝的全面性需求，例如日月光投控將以更高度整合,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.0001339797917396801
922.0,以及更先進的扇出型封裝來搶佔車用封測商機,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.00964181196302849
922.0,此外車載鏡頭數量也將呈倍數增加，同步,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.11366737692399254
922.0,心得說明字以上,2023-11-07,[新聞]國內半導體業者持續深耕具發展潛力的車,服務方面,0.18279813961255864
954.0,只要符合各專案的報名資格即可於本公司的活動網頁填寫報名資料，,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.10353260468887204
954.0,我們將會從報名者中篩選出符合資格的受訪者進行訪談，,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.004481737790227314
954.0,訪談結束後現場給付車馬費，歡迎符合資格且想賺外快的板友報名,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.009970765849492857
954.0,若尚未成為會員，請先註冊後並完成驗證，再至專案網頁報名,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.031525924821480866
954.0,報名資料僅供聯繫及篩選使用，訪談資料僅供專案研究使用，,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2140521571764219
954.0,決不作為其他用途或交由專案以外人士，請放心報名,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.03222158054120394
954.0,高雄市預計購車座談會,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.11853383460477707
954.0,車馬費元,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,◎平時有開車習慣，是否有個人用車皆可,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.08970029102875077
954.0,◎近期預計購買小型休旅車，預算萬以上,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.146984602778365
954.0,車馬費元,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,時間,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.088548831625195
954.0,座談會時間小時含報到,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.010888268121444722
954.0,台北市預計購車座談會,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.16315973020675156
954.0,車馬費元,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,◎平時有開車習慣，是否有個人用車皆可,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.08970029102875077
954.0,◎近期預計購買小型休旅車，預算萬以上,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.146984602778365
954.0,車馬費元,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,時間,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.088548831625195
954.0,座談會時間小時含報到,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.010888268121444722
954.0,台北市松山區,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2874730440873593
954.0,車馬費元,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,◎至已預約或即將預約進廠保養,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.007780860837700465
954.0,車馬費元,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,時間,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.088548831625195
954.0,服務廠另行安排,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.10792200647802441
954.0,訪問費元電子禮券,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.02111750984521832
954.0,，車款為,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.23082833962758653
954.0,訪問費元電子禮券大品牌通路,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.041512515871932276
954.0,時間,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.088548831625195
954.0,即日起至五,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2767393309501345
954.0,問卷填答時間約~分鐘,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.012414510116009692
954.0,檢附行照或車牌進行品質確認行照只需出示廠牌車型車牌原發照年月即可,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.00670624118381824
954.0,線上問卷,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.20196315376499985
954.0,車馬費元起,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,◎為汽車的購買決策者及主要使用者,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.09627900887199736
954.0,車馬費元起,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.2986645628714796
954.0,依執行地區趟數不同費用會再增加,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.075677953588828
954.0,時間,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.088548831625195
954.0,執行方式電話過濾合格後，佯裝成顧客前往指定店家諮詢相關問題，並試駕,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,3.912361293012534e-05
954.0,執行前會詳細告知執行方式,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.11854030381821501
954.0,須提供個人照片,2023-11-16,[市調]汽車市場研究活動車馬費800~6000元,服務方面,0.03716797705987174
1010.0,原文內容,2023-12-02,[新聞]沒充電站…特斯拉車主從住家2樓拉電線台,服務方面,0.25638894091173414
1010.0,沒充電站特斯拉車主從住家樓拉電線台電說不行,2023-12-02,[新聞]沒充電站…特斯拉車主從住家2樓拉電線台,服務方面,0.08177176685507759
1010.0,流至供電範圍的電動車，不符合營業規章，將發函該用戶改善,2023-12-02,[新聞]沒充電站…特斯拉車主從住家2樓拉電線台,服務方面,0.12447441918371016
1010.0,，再從二樓電錶拉專線到陽台的特斯拉充電樁，垂降充電線到樓為車子充電，網友貼文,2023-12-02,[新聞]沒充電站…特斯拉車主從住家2樓拉電線台,服務方面,0.01707769552201821
1010.0,，位網友說，這就是電動車在台灣可能永遠不會成為主流的主要原因,2023-12-02,[新聞]沒充電站…特斯拉車主從住家2樓拉電線台,服務方面,0.04425247517551889
1010.0,電裝置上，直接自特斯拉充電裝置拉線下去充電，他不是用延長線充電不是般插座,2023-12-02,[新聞]沒充電站…特斯拉車主從住家2樓拉電線台,服務方面,0.01539264992502598
